what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1303235824140
started,bundle,org.eclipse.m2e.editor,0.13.0.201103151108,"org.eclipse.m2e.editor",1303235824142
started,bundle,org.eclipse.m2e.editor.xml,0.13.0.201103151108,"org.eclipse.m2e.editor.xml",1303235824678
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1303235825213
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1303235825267
opened,editor,org.eclipse.m2e.editor,0.13.0.201103151108,"org.eclipse.m2e.editor.MavenPomEditor",1303235828814
activated,editor,org.eclipse.m2e.editor,0.13.0.201103151108,"org.eclipse.m2e.editor.MavenPomEditor",1303235829129
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303235842450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303235843223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235846766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235847419
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235848748
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235868976
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235871186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235879052
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303235881718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303235890943
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303235894834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235914462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235948625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235953626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235955546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303235956729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236005028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236023661
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1303236030669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236030713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236035223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236037434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236038785
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236071387
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1303236073822
activated,editor,org.eclipse.m2e.editor,0.13.0.201103151108,"org.eclipse.m2e.editor.MavenPomEditor",1303236077356
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303236077418
closed,editor,org.eclipse.m2e.editor,0.13.0.201103151108,"org.eclipse.m2e.editor.MavenPomEditor",1303236077419
error,log,,,"Unexpected runtime error while computing a text hover",1303236081621
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303236101033
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1303236104268
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1303236105367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236105793
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303236106368
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236106512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236107830
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236238878
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1303236241053
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303236254434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236262327
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236331919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236334351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236336104
error,log,,,"Unexpected runtime error while computing a text hover",1303236337164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236339854
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236342816
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236348108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236358782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236372245
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236374510
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1303236387143
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236388485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236391268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236394673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236398154
error,log,,,"Unexpected runtime error while computing a text hover",1303236401374
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1303236402139
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236405320
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303236407075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303236407719
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1303236410307
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1303236411766
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236412198
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303236412728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236412879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236419229
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236455158
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1303236457239
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236474071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303236533234
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303236541360
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303236544402
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303236544579
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303236544743
